university,publication_date,message,views,forwards
Магистратура в СПбГУ,2025-03-20 14:05:26+03:00,"Дорогие абитуриенты!
📢 Приглашаем на Дни открытых дверей образовательных программ магистратуры. На мероприятиях вы сможете узнать больше об алгоритме поступления в 2025 году, а также о процессе обучения по выбранным программам.

❗ __Обращаем внимание, что проход участников осуществляется по предварительной регистрации при предъявлении документов, удостоверяющих личность.__

📝Расписание ближайших Дней открытых дверей:

🎓 **География, Геология, Гидрометеорология, Картография и геоинформатика, Экология и природопользование, Почвоведение, Нефтегазовое дело, Землеустройство и кадастры, Туризм**
🗓21 марта, 17:00
📍пер. Гривцова, д. 10, литер А, Штаб-квартира Русского географического общества в Санкт-Петербурге (Большой зал)
📺Трансляция: [ссылка ](https://vk.cc/7lkmYR)


🎓 **Журналистика, Реклама и связи с общественностью**
🗓27 марта, 18:00
📍 1 линия В.О., д. 26
📺Трансляция: [ссылка](https://vk.cc/8YrjAM) 


🎓 **Экономика, Бизнес-информатика, Управление персоналом, Финансы и кредит, Наукоемкие технологии и экономика инноваций**
🗓27 марта, 17:00
📍Таврическая ул., д. 21-25, Актовый зал
📺Трансляция: [ссылка](https://vk.cc/7alSqw) 


🎓 **Физическая культура и спорт**
🗓28 марта, 17:30
📍Менделеевская линия, д. 5, лит. А, ауд. 70
📺Трансляция: [ссылка ](https://vk.cc/7alSqw)

⁠
🎓 **Искусства и гуманитарные науки**
🗓29 марта, 15:00
📍ул. Галерная 58-60, ауд. 152


🎓** Математика и механика**
🗓30 марта, 12:00
📍Петергоф, Университетский пр., д.28
📺Трансляция: [ссылка ](https://vk.cc/7dpeqf)


🎓 **Филология, Лингвистика**
🗓30 марта, 12:00
📍Университетская наб., д. 11, ауд. 198, 191, 175

📆 С подробным графиком дней открытых дверей по образовательным программам магистратуры Вы сможете ознакомиться на [сайте приемной комиссии СПбГУ.](https://abiturient.spbu.ru/table/2024-dod-mag/)

[#СПбГУ](tg://search_hashtag?hashtag=%D0%A1%D0%9F%D0%B1%D0%93%D0%A3) [#SPbU](tg://search_hashtag?hashtag=SPbU) [#деньоткрытыхдверей](tg://search_hashtag?hashtag=%D0%B4%D0%B5%D0%BD%D1%8C%D0%BE%D1%82%D0%BA%D1%80%D1%8B%D1%82%D1%8B%D1%85%D0%B4%D0%B2%D0%B5%D1%80%D0%B5%D0%B9)",1869,18
Магистратура в СПбГУ,2025-03-12 22:26:09+03:00,"**Опубликованы [****результаты отборочного этапа IX сезона олимпиады Petropolitan Science (Re)Search****](https://psrs.spbu.ru/news/9-novosti/175-opublikovany-rezultaty-otborochnogo-etapa-ix-sezona-olimpiady-petropolitan-science-re-search.html) **🎓

Напоминаем, что окончательные результаты отборочного этапа будут опубликованы 24 марта, а [заключительный этап пройдет с использованием дистанционных технологий в апреле](https://psrs.spbu.ru/news/9-novosti/173-opublikovano-raspisanie-zaklyuchitelnogo-etapa-olimpiady-petropolitan-science-re-search-2025.html).

❗ Регистрация участников на направление «Математика» продлится до 23:59 (по мск) 7 апреля.

‼ Участники, допущенные к заключительному этапу по направлению [«Социальные науки»](https://psrs.spbu.ru/8-perechen-olimpiad/15-sotsiologiya), должны представить научный проект до 23:59 (по мск) 4 апреля.",2264,9
Магистратура в СПбГУ,2025-03-08 11:51:41+03:00,"**👍****Календарь наконец-то перевернулся в сторону тепла и солнца! Надеемся, скоро мы это увидим не только по датам. А пока, предлагаем ощутить весну вместе с дайджестом мероприятий Университета.

**Уже в это воскресенье пройдёт спектакль [нашего театра](https://vk.com/teatrspbgu) [«Кому достанется Вольтер»](https://spbu.ru/news-events/calendar/komu-dostanetsya-volter-1) — яркая и занимательная история о гениальном философе и человеке, которая никого не оставит равнодушным. 
**
****❗️****Приходите 9 марта в 18 часов и не забудьте захватить документ, удостоверяющий личность.

10 марта

****🗓**Лекци**я «**Имитируя сознание: почему разговор о нашем субъективном опыте в эпоху ИИ показывает несовершенство нашей природы» в рамках цикла лекций [«Университетская школа юного психолога»](https://spbu.ru/news-events/calendar/universitetskaya-shkola-yunogo-psikhologa-0)

🗓Кейс-чемпионат [«Лаборатория бизнес-решений ВТБ»,](https://gsom.spbu.ru/events/event2025-04-12-1/) который объединит бизнес и студентов на единой платформе для решения реальных задач

**11 марта**
**
**🗓Мастер-класс в рамках проекта карьерных встреч выпускников со студентами [«Забирай опыт»,](https://vk.com/wall-219197264_188) на котором вы обсудите новые подходы к организации проектной работы и лучшие практики проектного менеджмента
**
12 марта
**
🗓Международная конференция [«Медиа в современном мире. Молодые исследователи»,](https://spbu.ru/news-events/calendar/media-v-sovremennom-mire-molodye-issledovateli-2) по итогам которой выйдет сборник статей лучших докладчиков секций и финалистов научного конкурса

**14 марта
**
🗓Лекция «Вспомогательные исторические дисциплины: нумизматика, фалеристика, филателия, палеография, историческая хронология» в рамках цикла [«Университетская школа юного историка»](https://abiturient.spbu.ru/events/universitetskaya-shkola-yunogo-istorika_2024/)",2328,3
Магистратура в СПбГУ,2025-03-06 15:51:41+03:00,"**Санкт-Петербургский университет делится опытом подготовки кадров в сфере медицины** ⚕️

Первый проректор по молодежной политике и организации приема СПбГУ Александр Бабич и первый заместитель директора Медицинского института СПбГУ Ирина Мишина приняли участие во Всероссийском совещании по вопросам кадровой политики в сфере здравоохранения, организованном Министерством здравоохранения Российской Федерации.

Участниками совещания стали более 200 экспертов из 82 регионов страны, включая представителей Минздрава России, региональных органов управления здравоохранением и образовательных организаций высшего образования, реализующих программы в области медицины.

В рамках Всероссийского совещания по вопросам кадровой политики в сфере здравоохранения также обсуждались вопросы создания региональных кадровых центров, формирования и функционирования региональных медицинских образовательных кластеров, содержание и реализация федерального проекта «Медицинские кадры» национального проекта «Продолжительная и активная жизнь».

Подробнее с итогами совещания можно ознакомиться[ ](https://spbu.ru/news-events/novosti/spbgu-delitsya-opytom-podgotovki-kadrov-v-sfere-mediciny)[на сайте СПбГУ](https://spbu.ru/news-events/novosti/spbgu-delitsya-opytom-podgotovki-kadrov-v-sfere-mediciny).",2231,1
Магистратура в СПбГУ,2025-03-05 17:10:50+03:00,"**Опубликовано расписание проведения заключительного этапа IX сезона олимпиады Petropolitan Science (Re)Search 🗓**

Заключительный этап олимпиады PS(R)S в 2024/2025 учебном году проводится с использованием дистанционных технологий (с применением системы аудио- и видеоконференцсвязи) [согласно расписанию](https://psrs.spbu.ru/news/9-novosti/173-opublikovano-raspisanie-zaklyuchitelnogo-etapa-olimpiady-petropolitan-science-re-search-2025.html). 
Выполнение письменных заданий по направлениям «Вычислительные технологии» и «Математика» предусматривает использование системы прокторинга для обеспечения контроля соблюдения участниками правил проведения олимпиады.

Напоминаем, что предварительные результаты отборочного этапа Олимпиады будут опубликованы 12 марта 2025 года на сайте [psrs.spbu.ru](https://psrs.spbu.ru/).

❗ Регистрация участников на направление «Математика» продлится до 23:59 (по мск) 7 апреля.
Письменное испытание состоится 10 апреля в 12:00 (по мск).

📌** **[**Расписание проведения заключительного этапа**](https://psrs.spbu.ru/images/files/2025_grafik.pdf)",2041,8
Магистратура в СПбГУ,2025-03-04 21:03:10+03:00,"**IX Петербургский международный молодежный форум труда**

2 апреля 2025 года в кампусе Санкт-Петербургского государственного университета «Михайловская дача» уже в девятый раз пройдет [Петербургский международный молодежный форум труда](http://piylf.spbu.ru.tilda.ws/) (ПММФТ’25).

Форум традиционно станет площадкой для дискуссий и диалога молодежи со всеми заинтересованными сторонами в сфере труда — государственными органами, предпринимателями, представителями бизнес-среды и учеными. Основной темой девятого форума является «Молодежь в экосистеме человеческого капитала».

📍В рамках ПММФТ’25 будет проходить научная конференция [«](http://piylf.spbu.ru.tilda.ws/conf)[ЭКОСИСТЕМА ЧЕЛОВЕЧЕСКОГО КАПИТАЛА: НОВЫЕ ФОРМЫ СОТРУДНИЧЕСТВА И ВЗАИМОДЕЙСТВИЯ](http://piylf.spbu.ru.tilda.ws/conf)».

📍Искусственный интеллект, цифровизация, гибкие модели занятости — всё это кардинально меняет подходы к управлению человеческим капиталом. Какие вызовы ждут нас в ближайшие годы? Как адаптироваться к новой реальности? Какие решения предложит наука?
Исследователи, молодые ученые и эксперты в области экономики, права, социологии и психологии труда соберутся, чтобы обменяться идеями, представить свои научные разработки и предложить решения для общества и бизнеса.

Ключевые темы конференции:

🔸Человеческий капитал и устойчивое развитие
🔸Психология труда и социальные аспекты занятости
🔸Право и регулирование новых форм занятости
🔸Технологии и рынок труда

Как принять участие❓
До 7 марта 2025 года необходимо направить аннотацию статьи на почту: conference.piylf@spbu.ru.
После одобрения аннотации полный текст статьи принимается до 21 марта 2025 года.
📍Материалы конференции, прошедшие отбор, будут опубликованы в сборнике научных статей, индексируемом в РИНЦ. Для включения статьи в сборник, автору необходимо выступить с докладом очно или дистанционно в день проведения конференции 2 апреля 2025 года.

Кто может участвовать❓
Студенты бакалавриата, магистратуры, аспирантуры, а также молодые исследователи и специалисты в сфере менеджмента, экономики, права, социологии, психологии и управления человеческими ресурсами.

📅 Дата: 2 апреля 2025 года
📍 Формат: очное и онлайн-участие
📩 Прием аннотаций: до 7 марта 2025 года
📄 Срок подачи полной статьи: до 21 марта 2025 года",2218,11
Магистратура в СПбГУ,2025-03-01 10:16:12+03:00,"**Приглашаем родителей и абитуриентов посетить [****стенд СПбГУ на 60-й Московской международной выставке «Образование и карьера»****](https://abiturient.spbu.ru/events/60-ya-moskovskaya-mezhdunarodnaya-vystavka-laquo-obrazovanie-i-nbsp-karera-raquo/) ****🎓**

**Что вас ждет?** 💡**
**
📝 Консультации по **образовательным программам, онлайн‑курсам и алгоритму поступления**

🧩 **Интерактивные и профориентационные мероприятия, мастер‑классы, игры, тренинги, опросы** от студентов социальной и конфликтологической клиник, интерактивные мероприятия и мастер‑классы от студентов колледжей СПбГУ

🏆 Демонстрационно‑интерактивная экспозиция **«Универсанты‑лауреаты Нобелевской премии»**

🌱 **Презентация проекта «DOnatural»**, финалиста конкурса «Start‑up СПбГУ», направленного на создание эко‑упаковки

🗓️ 1−2 марта 2025
📍 Москва, ул. Ильинка, 4, Выставочный комплекс «Гостиный двор»

📌 [**Подробная информация**](https://abiturient.spbu.ru/events/60-ya-moskovskaya-mezhdunarodnaya-vystavka-laquo-obrazovanie-i-nbsp-karera-raquo/)

Выставка проводится при поддержке Министерства науки и высшего образования РФ и Правительства Москвы.

**До встречи на стенде СПбГУ! ****✨**",2386,2
Магистратура в СПбГУ,2025-02-20 10:22:39+03:00,"🚀 **15 и 16 февраля на площадке Университета состоялись [****первые соревнования заключительного этапа****](https://abiturient.spbu.ru/news/v-nbsp-spbgu-nachalsya-zaklyuchitelnyy-etap-vserossiyskoy-olimpiady-studentov-laquo-ya-nbsp-mdash-pr/) крупнейшей студенческой олимпиады России — «Я — профессионал»**

По традиции СПбГУ встретил в своих стенах участников направлений, организатором и соорганизатором которых он выступает: «Языкознание и литературоведение», «Биотехнологии», «Геология», «Психология», «Экология», — всего 336 финалистов 🏆

**География вузов обширна: от Алтайского государственного педагогического университета до Петрозаводского государственного университета.**

💡 А перед началом Олимпиады участники могли познакомиться с презентацией образовательных программ магистратуры и аспирантуры СПбГУ. Сотрудники Университета рассказали о возможностях, открывающихся перед дипломантами Олимпиады, в том числе о дополнительных баллах, которые можно получить при поступлении.
**
❗ Напоминаем, заключительный этап Олимпиады пройдет в период с февраля по апрель 2025 года.
**С материалами заключительного этапа (полным графиком проведения, площадками, регламентом и материалами для подготовки) можно ознакомиться [на странице Олимпиады](https://yandex.ru/profi/second_stage)

‼ **Информация о площадках финала будет дополняться**

Дорогие участники, желаем удачи! У вас всё получится! ✨

#СПбГУ #SPbU #япрофессионал #РоссияСтранаВозможностей",2630,3
Магистратура в СПбГУ,2025-02-18 00:39:08+03:00,"⚡**18 февраля — завершение регистрации и отборочного этапа олимпиады Petropolitan Science (Re)Search**

Загрузить конкурсную работу для участия в отборочном этапе олимпиады необходимо до **23:59** (по мск) **18 февраля** ✍

**Petropolitan Science (Re)Search** — это:
▫19 направлений на выбор — от истории искусств до вычислительных технологий
▫2 этапа проведения: отборочный (в заочной форме) и заключительный (очно с применением дистанционных технологий)
▫преимущества при поступлении на программы магистратуры и аспирантуры СПбГУ (дополнительные баллы за индивидуальные достижения)
▫при поступлении на первый курс магистратуры — возможность стать претендентом на получение грантов Президента Российской Федерации и получать 40 000 рублей ежемесячно

Полезные ссылки 🔗:
▫[Сайт Олимпиады](https://psrs.spbu.ru/)
▫[Регистрация](https://olymp.spbu.ru/)
▫[График проведения](https://psrs.spbu.ru/2-uncategorised/26-poryadok-uchastiya-v-olimpiade)
▫[Контакты координаторов по направлениям Олимпиады](https://psrs.spbu.ru/images/files/tekhnicheskaya_podderzhka.pdf)

__Напоминаем, что с записями трансляций лекций-консультаций по направлениям можно ознакомиться в видеозаписях сообщества __[__""Магистратура в СПбГУ"" __](https://vkvideo.ru/playlist/-47539247_8).

‼Не забудьте о соблюдении условия анонимности при предоставлении конкурсной работы! Не допускается указания авторства ни в названии, ни в самой работе.

❗Регистрация на направление «Математика» завершится за два календарных дня до даты проведения Олимпиады, а расписание будет опубликовано не позднее 5 марта 2025 года на сайте.",2642,13
Магистратура в СПбГУ,2025-02-10 20:25:37+03:00,"**Мечтаете поступить в магистратуру и аспирантуру [****СПбГУ?****](https://spbu.ru/) **Начните свой путь к достижению намеченных целей уже сейчас! 🏆

Специально для тех, кто увлекается интеллектуальными соревнованиями, мы запускаем розыгрыш фирменного мерча среди участников [олимпиады Petropolitan Science (Re)Search](https://psrs.spbu.ru/) 💥

Стать победителем очень легко:
✅ зарегистрируйтесь на олимпиаду: olymp.spbu.ru
✅ поставьте ❤ [к этой записи](https://vk.com/spbu_mag?w=wall-47539247_5278) и оставьте комментарий
✅ отметьте [в комментариях](https://vk.com/spbu_mag?w=wall-47539247_5278) друга
✅подпишитесь на наш телеграм-канал [Магистратура в СПбГУ.](https://t.me/abiturient_spbu)
✅отправьте в личные сообщения [нашего сообщества](https://vk.com/spbu_mag) свое ФИО и выбранное(ые) направление(я)

📅 Конкурс завершится 18 февраля в 23:59 (по МСК)
🥇 Итоги подведем не позднее 20 февраля в нашем сообществе Магистратура в СПбГУ.

❗Напоминаем, отборочный этап Олимпиады завершается 18 февраля 2025 года.
⌛Успейте пройти регистрацию и загрузить конкурсную работу отборочного этапа.

Удача любит отважных! Дерзайте! ✨",2962,40
Магистратура в СПбГУ,2025-02-08 14:49:07+03:00,"С приветственным словом к гостям выставки обратилась Кандидат искусствоведения, член-корреспондент Академии архитектурного наследия, почетный член Правления Пекинского художественно-промышленного союза (Академии декоративно-прикладных искусств), доцент кафедры дизайна **Ксения Позднякова**.",2396,0
Магистратура в СПбГУ,2025-02-08 14:44:23+03:00,"Торжественно открыл выставку дипломных проектов студентов и выпускников образовательных программ направлений «Графика», «Дизайн», «Живопись» и. о. первого проректора по молодежной политике и организации приема **Александр Бабич.**",2137,0
Магистратура в СПбГУ,2025-02-08 14:44:04+03:00,"**Студенческий спорт в СПбГУ **— неотъемлемая часть университетской жизни! 🏆

Это возможность проявить себя, приумножить спортивные достижения и найти единомышленников!",2023,2
Магистратура в СПбГУ,2025-02-08 13:26:05+03:00,"Специально для гостей мероприятия в Главном коридоре здания Двенадцати коллегий будет открыта **выставка дипломных проектов студентов и выпускников** образовательных программ направлений **«Графика», «Дизайн», «Живопись» **🎨",1843,1
Магистратура в СПбГУ,2025-02-08 13:15:56+03:00,А ещё рассказываем про науку в СПбГУ и активную студенческую жизнь! 🔬,1686,0
Магистратура в СПбГУ,2025-02-08 13:06:04+03:00,"Дорогие друзья! **День абитуриента** стартовал 😍
Ждём вас на стендовых сессиях образовательных программ и на презентациях в Актовом зале",1480,1
Магистратура в СПбГУ,2025-02-06 19:38:56+03:00,"**10 февраля в СПбГУ в рамках Ежегодного цикла лекций имени Ф. Ф. Мартенса по международному праву пройдет [****открытая лекция****](https://spbu.ru/news-events/calendar/obyazatelstva-erga-omnes-v-mezhdunarodnom-prave-sovremennye-trendy-i) Альфредо Кросато Нойманна.**
 
Альфредо Кросато Нойманн – доктор философии Женевского института международных исследований, доцент, заведующий кафедрой международного права юридического факультета Университета Кадир Хас (Стамбул), адвокат и консультант в международных судах и трибуналах. Доктор Кросато Нойманн регулярно консультирует и представляет интересы государств и международных организаций по вопросам международного права в международных судах, включая Международный суд ООН, Международный трибунал по морскому праву, Постоянную палату третейского суда и другие.

🔘Тема лекции: «Обязательства Erga Omnes в международном праве: современные тренды и постоянные вопросы».
🗓 10 февраля 2025
🕔 17:45–20:00
📍 Санкт-Петербург, 22-я линия, д. 7, зал заседаний Ученого совета.

❗ Для посещения лекции необходимо пройти [регистрацию](https://regforms.spbu.ru/ru/?option=com_rsform&view=rsform&formId=2344).

__Принять участие в мероприятии можно как очно, так и онлайн. Ссылка на трансляцию будет направлена на электронную почту, указанную при регистрации.__",1872,15
Магистратура в СПбГУ,2025-02-06 13:24:41+03:00,"🚀 [**СПбГУ вошел в топ‑3 вузов России по количеству участников, допущенных к финалу олимпиады «Я — профессионал». ****](https://spbu.ru/news-events/novosti/spbgu-v-top-3-vuzov-rossii-po-kolichestvu-uchastnikov-dopuschennykh-k-finalu)По итогам отборочного этапа олимпиады более 900 обучающихся СПбГУ приглашены на заключительный этап олимпиады!**

Заключительный этап VIII сезона Всероссийской олимпиады студентов «Я — профессионал» начнется совсем скоро! Для подготовки к соревнованиям для участников из всех регионов страны СПбГУ проведет серию методических вебинаров по направлениям «География», «История и культура России», «Юриспруденция», «Языкознание и литературоведение».

📌 [**График вебинаров по направлениям СПбГУ**](https://spbu.ru/news-events/calendar/vebinary-v-ramkakh-podgotovki-k-zaklyuchitelnomu-etapu-olimpiady-studentov-ya)

❗ Материалы заключительного этапа (расписание, площадки проведения, спецификации и демоверсии) публикуются на официальном портале олимпиады [**в соответствующем разделе**](https://yandex.ru/profi/second_stage)

**Напоминаем, направления, организатором которых выступает Санкт‑Петербургский университет, пройдут в один этап – финал:**

🔹 в очном формате на площадках вузов-соорганизаторов – по направлениям «География», «История и культура России», «Языкознание и литературоведение»

🔹 в дистанционном формате – по направлению «Юриспруденция»

🔔 **Следите за обновлениями на официальном сайте проекта!**

#СПбГУ #SPbU #япрофессионал #РоссияСтранаВозможностей",1724,2
Магистратура в СПбГУ,2025-02-05 11:35:58+03:00,"❤️[**Волонтёры СПбГУ****](https://vk.com/volunteeringcenter_spbu) продолжают помогать Черноморскому побережью справляться с последствиями экологической катастрофы** 

Спасибо Дженнет Сарыбаевой, Айларе Нургельдыевой, Богдану Закопайко и Кириллу Русанову [за помощь в ликвидации последствий](https://t.me/spbuniversity1724/3585) разлива нефтепродуктов в Краснодарском крае и [спасение пострадавших птиц.](https://t.me/spbuniversity1724/3628)
 
**✍️****Подробнее о других наших последних новостях читайте **[**в отчёте о ректорском совещании.**](https://spbu.ru/news-events/novosti/osnovnye-itogi-rektorskogo-soveschaniya-27-yanvarya)**

Музыка: «Женя Трофимов и Комната культуры» — «Море»**",1592,1
Магистратура в СПбГУ,2025-02-04 16:08:17+03:00,"**🦉 Мечтаете о блестящей карьере? Начните её с обучения в СПбГУ!**

Чтобы узнать больше о программах магистратуры в области управления, регистрируйтесь на онлайн-презентации и приходите на День открытых дверей. Вы сможете познакомиться с образовательными программами, узнать о внеучебной жизни и задать все интересующие вопросы!

Сохраняйте расписание и не упустите шанс сделать первый шаг навстречу мечте! ⭐

🗓 **11 февраля, 17:00** – [Стратегическое управление человеческими ресурсами (с дополнительными квалификациями «Специалист по управлению персоналом» / «Консультант по управлению персоналом» / «Специалист по подбору персонала (рекрутер)» / «Специалист по экономике труда»)](https://gsom.spbu.ru/events/event2025-02-11/)

🗓 **12 февраля, 17:00** – [Управление умным городом](https://gsom.spbu.ru/events/event2025-02-12/)

🗓 **18 февраля, 17:00** – [Менеджмент (Master in Management - MIM)](https://gsom.spbu.ru/events/event2025-02-18/)

🗓 **19 февраля, 17:00** – [Корпоративные финансы (Master in Corporate Finance - MCF)](https://gsom.spbu.ru/events/event2025-02-19/)

🗓 **20 февраля, 17:00** – [Бизнес-аналитика и большие данные (Master in Business Analytics and Big Data - MiBA)](https://gsom.spbu.ru/events/event2025-02-20/)

🗓 **13 апреля, 12:00** – [День открытых дверей программ магистратуры в области управления](https://abiturient.spbu.ru/table/2024-dod-mag/)

#СПбГУ #SPbU #магистратура #поступаем",1765,16
Магистратура в СПбГУ,2025-02-03 22:29:47+03:00,"**Ни дня без открытия — сегодня засматриваемся на мероприятия Университета следующей недели. Советуем обратить внимание на 8 февраля🫰

4 февраля 

**🗓Выставки художественного творчества — [«Гунби: между прошлым и будущим» и «Китай: взгляд из Петербурга»](https://spbu.ru/news-events/calendar/gunbi-mezhdu-proshlym-i-buduschim) в рамках перекрёстных Годов культуры России — Китая
**
**🗓Онлайн‑лекция [«Жизнь на других мирах: гипотезы и поиски»,](https://spbu.ru/news-events/calendar/zhizn-na-drugikh-mirakh-gipotezy-i-poiski) организованная представительством Университета в Испании. Прочтёт физик‑теоретик, доцент #СПбГУ Антон Шейкин

**6 февраля**

🗓Онлайн‑лекция [«Цифровизация в медицине. Человеческий капитал или ИИ?»](https://spbu.ru/news-events/calendar/cifrovizaciya-v-medicine-chelovecheskiy-kapital-ili-ii), которую прочтёт доцент Университета Лидия Сопрун.
**
7 февраля

**🗓 Подведение итогов кейс‑чемпионата [«Менделеев»](https://t.me/spbuniversity1724/3594)

🗓Презентация каталога выставки [«Художники-универсанты ХХ-ХХI веков»,](https://spbu.ru/news-events/calendar/khudozhniki-universanty-khkh-khkhi-vekov) посвящённая 300‑летию Университета, которая состоится в Издательстве СПбГУ**

8 февраля

**🗓Праздничная служба в [храме святых апостолов Петра и Павла Университета**](https://events.spbu.ru/events/anons/spbu-301/1.html)
 
**🗓Полуденный выстрел из пушки Петропавловской крепости [в честь Дня СПбГУ**](https://spbu.ru/news-events/calendar/den-sankt-peterburgskogo-gosudarstvennogo-universiteta)
 
****🗓**День открытых дверей [музеев и коллекций Университета](https://spbu.ru/universitet/muzei-i-kollekcii-spbgu)** 

****🗓**[День абитуриента СПбГУ](https://spbu.ru/news-events/calendar/den-abiturienta-spbgu-10) — масштабное мероприятие для школьников, студентов и их родителей, который пройдёт в день рождения Университета 
**
****🗓**Открытие [выставки студенческих работ СПбГУ](https://spbu.ru/news-events/calendar/torzhestvennaya-ceremoniya-otkrytiya-vystavki-studencheskikh-rabot-spbgu), приуроченной к 25‑летию подготовки дизайнеров‑графиков и 15‑летию создания Факультета искусств**

****🗓**Выставка «Выдающиеся универсанты — нобелевские лауреаты» в [Научной библиотеке имени Горького СПбГУ](https://spbu.ru/nauka/nauchnaya-biblioteka-imeni-m-gorkogo)

🗓Социально-профилактическая акция [«Территория здоровья»,](https://vk.com/wall-217470040_619) которую проведёт [Медицинский институт СПбГУ](https://t.me/spbumed) совместно с Городским центром общественного здоровья и медицинской профилактики

🗓Квиз в честь Дня рождения Университета, [скорее собирайте свою команду и готовьтесь побеждать
](https://vk.com/wall-57201544_7775)
 🗓Праздничный концерт [«Фестиваль студенческих коллективов»](https://events.spbu.ru/events/anons/spbu-301/1.html)",1613,2
Магистратура в СПбГУ,2025-02-03 15:13:39+03:00,"**До завершения регистрации и отборочного этапа олимпиады Petropolitan Science (Re)Search осталось 15 дней**

Рекомендуем не откладывать участие в соревновании на последний день, а выполнять задания и загружать конкурсные работы уже сейчас ✍

Собрали подборку 🔗 полезных ссылок для участников Олимпиады:
▫[Сайт Олимпиады](https://psrs.spbu.ru/)
▫[Регистрация](https://olymp.spbu.ru/)
▫[График проведения](https://psrs.spbu.ru/2-uncategorised/26-poryadok-uchastiya-v-olimpiade)
▫[Инструкция по регистрации и загрузке работ](https://psrs.spbu.ru/images/files/Instruktsia_po_registratsii.pdf)
▫[Подача заявления на направление](https://olymp.spbu.ru/Applicant/NewApplication)
▫[Контакты координаторов по направлениям Олимпиады](https://psrs.spbu.ru/images/files/tekhnicheskaya_podderzhka.pdf)

Подробнее узнать об особенностях проведения олимпиады по конкретным направлениям, получить рекомендации по участию, разобрать типичные ошибки, можно ознакомившись с записями трансляций лекций-консультаций по направлениям Олимпиады: vkvideo.ru/playlist/-47539247_8.

❗️Регистрация на направление «Математика» завершится за два календарных дня до даты проведения Олимпиады, а расписание будет опубликовано не позднее 5 марта 2025 года на сайте.",1911,36
Магистратура в СПбГУ,2025-02-03 13:20:45+03:00,"**В день рождения Санкт-Петербургского университета, 8 февраля, приглашаем поучаствовать в праздничных мероприятиях, приуроченных к знаменательному событию — празднованию основания Санкт‑Петербургского университета **🎉

Ждем вас на масштабном мероприятии для поступающих на программы высшего образования — **Дне абитуриента**!

На мероприятии будут представлены образовательные программы всех уровней подготовки, интеллектуальные соревнования, проводимые Университетом, научная, спортивная и внеучебная жизнь студентов.

В **Актовом зале Двенадцати коллегий** пройдут **презентации** о преимуществах обучения в СПбГУ, а также о процедуре приема в 2025 году. Программой предусмотрена сессия ответов на вопросы участников мероприятия.

Специально для гостей мероприятия в **Главном коридоре** **здания Двенадцати коллегий** будет открыта выставка дипломных проектов студентов и выпускников образовательных программ направлений «Графика», «Дизайн», «Живопись».

В **Выставочном зале** будет организована выставка «Архитектурный палимпсест: Петербургский Университет», а в Научной библиотеке имени М. Горького СПбГУ — выставка «Выдающиеся универсанты — нобелевские лауреаты: И. П. Павлов, И. И. Мечников, Н. Н. Семенов, Л. Д. Ландау, А. М. Прохоров, В. В. Леонтьев, Л. В. Канторович, И. А. Бродский, А. И. Екимов».

Все желающие смогут познакомиться с историей Университета в рамках экскурсий по [музеям СПбГУ](https://spbu.ru/universitet/muzei-i-kollekcii-spbgu) 🤓

В 17:00 в Актовом зале состоится праздничный концерт, посвященный Дню рождения Университета. На сцене выступят талантливые творческие коллективы Санкт-Петербургского государственного университета.

📍 Увидимся 8 февраля в 12:00 по адресу Санкт-Петербург, Университетская наб., д. 7/9, здание Двенадцати коллегий (вход с Менделеевской линии, д. 2)
📌 [Регистрация и программа мероприятия](https://abiturientday.spbu.ru/)
☝ Не забудьте взять с собой документ, удостоверяющий личность

Приходите отмечать этот день вместе с нами! СПбГУ ждет вас ✨",2007,15
